Jahr;Dokumentnr;Name;Partei;Thema;Titel
2014;18/46;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Für eine schnelle und unbürokratische Aufnahme syrischer Flüchtlinge in Deutschland und in der EU
2014;18/46;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Einstufung weiterer Staaten als sichere Herkunftsstaaten und zur Erleichterung des Arbeitsmarktzugangs für Asylbewerber und geduldete Ausländer
2014;18/46;Nina Warken;CDU/CSU;Flüchtlingspolitik;Für eine schnelle und unbürokratische Aufnahme syrischer Flüchtlinge in Deutschland und in der EU
2014;18/46;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Für eine schnelle und unbürokratische Aufnahme syrischer Flüchtlinge in Deutschland und in der EU
2014;18/46;Nina Warken;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Einstufung weiterer Staaten als sichere Herkunftsstaaten und zur Erleichterung des Arbeitsmarktzugangs für Asylbewerber und geduldete Ausländer
2014;18/46;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Einstufung weiterer Staaten als sichere Herkunftsstaaten und zur Erleichterung des Arbeitsmarktzugangs für Asylbewerber und geduldete Ausländer
2014;18/73;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Solidarität zeigen - Aufnahme von syrischen und irakischen Flüchtlingen ausweiten
2014;18/73;Petra Pau;DIE LINKE;Flüchtlingspolitik;Solidarität zeigen - Aufnahme von syrischen und irakischen Flüchtlingen ausweiten
2014;18/73;Martin Patzelt;CDU/CSU;Flüchtlingspolitik;Solidarität zeigen - Aufnahme von syrischen und irakischen Flüchtlingen ausweiten
2014;18/73;Erika Steinbach;CDU/CSU;Flüchtlingspolitik;Solidarität zeigen - Aufnahme von syrischen und irakischen Flüchtlingen ausweiten
2014;18/73;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Solidarität zeigen - Aufnahme von syrischen und irakischen Flüchtlingen ausweiten
2014;18/73;Nina Warken;CDU/CSU;Flüchtlingspolitik;Solidarität zeigen - Aufnahme von syrischen und irakischen Flüchtlingen ausweiten
2014;18/76;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz für mehr Kontinuität der Beitragssätze in der gesetzlichen Rentenversicherung (Beitragssatzgesetz 2014)
2014;18/76;Dr. Astrid Freudenstein;CDU/CSU;Rentenpolitik;Gesetz für mehr Kontinuität der Beitragssätze in der gesetzlichen Rentenversicherung (Beitragssatzgesetz 2014)
2014;18/76;Jana Schimke;CDU/CSU;Rentenpolitik;Gesetz für mehr Kontinuität der Beitragssätze in der gesetzlichen Rentenversicherung (Beitragssatzgesetz 2014)
2014;18/76;Matthäus Strebl;CDU/CSU;Rentenpolitik;Wiedereingliederung fördern - Gefangene in die Renten-, Kranken-und Pflegeversicherung einbeziehen
2014;18/76;Peter Weiß;CDU/CSU;Rentenpolitik;Wiedereingliederung fördern - Gefangene in die Renten-, Kranken-und Pflegeversicherung einbeziehen
2014;18/76;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Wiedereingliederung fördern - Gefangene in die Renten-, Kranken-und Pflegeversicherung einbeziehen
2014;18/73;Matthäus Strebl;CDU/CSU;Rentenpolitik;Statt Rente erst ab 67 - Altersgerechte Übergänge in die Rente für alle Versicherten erleichtern
2014;18/73;Peter Weiß;CDU/CSU;Rentenpolitik;Statt Rente erst ab 67 - Altersgerechte Übergänge in die Rente für alle Versicherten erleichtern
2014;18/73;Karl Schiewerling;CDU/CSU;Rentenpolitik;Statt Rente erst ab 67 - Altersgerechte Übergänge in die Rente für alle Versicherten erleichtern
2014;18/73;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Statt Rente erst ab 67 - Altersgerechte Übergänge in die Rente für alle Versicherten erleichtern
2014;18/46;Matthäus Strebl;CDU/CSU;Rentenpolitik;Spezifische Altersarmut Ost durch Korrektur der Rentenüberleitung beheben
2014;18/46;Peter Weiß;CDU/CSU;Rentenpolitik;Spezifische Altersarmut Ost durch Korrektur der Rentenüberleitung beheben
2014;18/46;Jana Schimke;CDU/CSU;Rentenpolitik;Spezifische Altersarmut Ost durch Korrektur der Rentenüberleitung beheben
2014;18/46;Roland Claus;DIE LINKE;Rentenpolitik;Spezifische Altersarmut Ost durch Korrektur der Rentenüberleitung beheben
2014;18/39;Matthäus Strebl;CDU/CSU;Rentenpolitik;Erstes Gesetz zur Änderung des Gesetzes zur Zahlbarmachung von Renten aus Beschäftigungen in einem Ghetto
2014;18/39;Peter Weiß;CDU/CSU;Rentenpolitik;Erstes Gesetz zur Änderung des Gesetzes zur Zahlbarmachung von Renten aus Beschäftigungen in einem Ghetto
2014;18/39;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Erstes Gesetz zur Änderung des Gesetzes zur Zahlbarmachung von Renten aus Beschäftigungen in einem Ghetto
2014;18/39;Dr. Astrid Freudenstein;CDU/CSU;Rentenpolitik;Erstes Gesetz zur Änderung des Gesetzes zur Zahlbarmachung von Renten aus Beschäftigungen in einem Ghetto
2014;18/37;Dr. Carsten Linnemann;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungsgesetz)
2014;18/37;Dr. Peter Tauber;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungsgesetz)
2014;18/37;Sabine Weiss;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungsgesetz)
2014;18/37;Stephan Stracke;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungsgesetz)
2014;18/37;Peter Weiß;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungsgesetz)
2014;18/37;Karl Schiewerling;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungsgesetz)
2014;18/37;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz über Leistungsverbesserungen in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungsgesetz)
2014;18/21;Jana Schimke;CDU/CSU;Rentenpolitik;Rentenniveau anheben, Leistungen verbessern und die wesentlichen Ursachen für sinkende Renten und Altersarmut bekämpfen
2014;18/21;Dr. Astrid Freudenstein;CDU/CSU;Rentenpolitik;Rentenniveau anheben, Leistungen verbessern und die wesentlichen Ursachen für sinkende Renten und Altersarmut bekämpfen
2014;18/21;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Rentenniveau anheben, Leistungen verbessern und die wesentlichen Ursachen für sinkende Renten und Altersarmut bekämpfen
2014;18/21;Albert Stegemann;CDU/CSU;Rentenpolitik;Rentenniveau anheben, Leistungen verbessern und die wesentlichen Ursachen für sinkende Renten und Altersarmut bekämpfen
2014;18/46;Jutta Krellmann;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung
2014;18/46;Wilfried Oellers;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung
2014;18/46;Klaus Ernst;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung
2014;18/46;Matthäus Strebl;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung
2014;18/46;Michael Schlecht;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung
2014;18/24;Sabine Weiss;CDU/CSU;Arbeitsmarktpolitik;Frauen gerecht entlohnen und sicher beschäftigen
2014;18/24;Cornelia Möhring;DIE LINKE;Arbeitsmarktpolitik;Frauen gerecht entlohnen und sicher beschäftigen
2014;18/24;Dr. Astrid Freudenstein;CDU/CSU;Arbeitsmarktpolitik;Frauen gerecht entlohnen und sicher beschäftigen
2014;18/24;Antje Lezius;CDU/CSU;Arbeitsmarktpolitik;Frauen gerecht entlohnen und sicher beschäftigen
2014;18/74;Nina Warken;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Verbesserung der Situation von Opfern von Menschenhandel in Deutschland
2014;18/74;Ulla Jelpke;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Verbesserung der Situation von Opfern von Menschenhandel in Deutschland
2015;18/133;Inge Höger;DIE LINKE;Flüchtlingspolitik;Kein Frieden und keine Stabilität ohne Menschenrechte und Rechtsstaatlichkeit - Für eine weitsichtige europäische Nachbarschaftspolitik gegenüber den Staaten Nordafrika
2015;18/133;Ralph Lenkert;DIE LINKE;Flüchtlingspolitik;Vielfalt stärkt Wissenschaft - Studienchancen für Flüchtlinge schaffen
2015;18/133;Dr. Egon Jüttner;CDU/CSU;Flüchtlingspolitik;Kein Frieden und keine Stabilität ohne Menschenrechte und Rechtsstaatlichkeit - Für eine weitsichtige europäische Nachbarschaftspolitik gegenüber den Staaten Nordafrika
2015;18/133;Cemile Giousouf;CDU/CSU;Flüchtlingspolitik;Vielfalt stärkt Wissenschaft - Studienchancen für Flüchtlinge schaffen
2015;18/133;Dr. Claudia Lücking-Michel;CDU/CSU;Flüchtlingspolitik;Vielfalt stärkt Wissenschaft - Studienchancen für Flüchtlinge schaffen
2015;18/136;Sabine Zimmermann;DIE LINKE;Flüchtlingspolitik;Flüchtlinge auf dem Weg in Arbeit unterstützen, Integration befördern und Lohndumping bekämpfen
2015;18/136;Sevim Dagdelen;DIE LINKE;Flüchtlingspolitik;Flüchtlinge auf dem Weg in Arbeit unterstützen, Integration befördern und Lohndumping bekämpfen
2015;18/136;Norbert Müller;DIE LINKE;Flüchtlingspolitik;Besonders gefährdete Flüchtlinge in Erstaufnahmeeinrichtungen und Gemeinschaftsunterkünften besser schützen
2015;18/136;Karl Schiewerling;CDU/CSU;Flüchtlingspolitik;Flüchtlinge auf dem Weg in Arbeit unterstützen, Integration befördern und Lohndumping bekämpfen
2015;18/136;Dr. Matthias Zimmer;CDU/CSU;Flüchtlingspolitik;Flüchtlinge auf dem Weg in Arbeit unterstützen, Integration befördern und Lohndumping bekämpfen
2015;18/136;Jutte Eckenbach;CDU/CSU;Flüchtlingspolitik;Flüchtlinge auf dem Weg in Arbeit unterstützen, Integration befördern und Lohndumping bekämpfen
2015;18/136;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Flüchtlinge auf dem Weg in Arbeit unterstützen, Integration befördern und Lohndumping bekämpfen
2015;18/136;Dr. Astrid Freudenstein;CDU/CSU;Flüchtlingspolitik;Flüchtlinge auf dem Weg in Arbeit unterstützen, Integration befördern und Lohndumping bekämpfen
2015;18/136;Nina Warken;CDU/CSU;Flüchtlingspolitik;Besonders gefährdete Flüchtlinge in Erstaufnahmeeinrichtungen und Gemeinschaftsunterkünften besser schützen
2015;18/136;Gudrun Zollner;CDU/CSU;Flüchtlingspolitik;Besonders gefährdete Flüchtlinge in Erstaufnahmeeinrichtungen und Gemeinschaftsunterkünften besser schützen
2015;18/147;Jana Schimke;CDU/CSU;Rentenpolitik;Rentenniveau anheben - Für eine gute, lebensstandardsichernde Rent
2015;18/147;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Rentenniveau anheben - Für eine gute, lebensstandardsichernde Rent
2015;18/147;Peter Weiß;CDU/CSU;Rentenpolitik;Rentenniveau anheben - Für eine gute, lebensstandardsichernde Rent
2015;18/147;Klaus Ernst;DIE LINKE;Rentenpolitik;Rentenniveau anheben - Für eine gute, lebensstandardsichernde Rent
2015;18/147;Harald Petzold;DIE LINKE;Rentenpolitik;Rentenniveau anheben - Für eine gute, lebensstandardsichernde Rent
2015;18/147;Karl Schiewerling;CDU/CSU;Rentenpolitik;Rentenniveau anheben - Für eine gute, lebensstandardsichernde Rent
2015;18/128;Dr. Astrid Freudenstein;CDU/CSU;Rentenpolitik;Ungerechtigkeiten bei Mütterrente in Ostdeutschland und beim Übergangszuschlag beheben
2015;18/128;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Ungerechtigkeiten bei Mütterrente in Ostdeutschland und beim Übergangszuschlag beheben
2015;18/128;Jana Schimke;CDU/CSU;Rentenpolitik;Ungerechtigkeiten bei Mütterrente in Ostdeutschland und beim Übergangszuschlag beheben
2015;18/128;Dr. Dietmar Bartsch;DIE LINKE;Rentenpolitik;Ungerechtigkeiten bei Mütterrente in Ostdeutschland und beim Übergangszuschlag beheben
2015;18/116;Albert Stegemann;CDU/CSU;Rentenpolitik;Flexible und sichere Rentenübergänge ermöglichen
2015;18/116;Dr. Carsten Linnemann;CDU/CSU;Rentenpolitik;Flexible und sichere Rentenübergänge ermöglichen
2015;18/116;Kerstin Kassner;DIE LINKE;Rentenpolitik;Flexible und sichere Rentenübergänge ermöglichen
2015;18/116;Matthäus Strebl;CDU/CSU;Rentenpolitik;Flexible und sichere Rentenübergänge ermöglichen
2015;18/116;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Flexible und sichere Rentenübergänge ermöglichen
2015;18/116;Peter Weiß;CDU/CSU;Rentenpolitik;Flexible und sichere Rentenübergänge ermöglichen
2015;18/82;Dr. Astrid Freudenstein;CDU/CSU;Rentenpolitik;Gesetz zu dem Abkommen vom 5. Dezember 2014 zwischen der Bundesrepublik Deutschland und der Republik Polen zum Export besonderer Leistungen für berechtigte Personen, die im Hoheitsgebiet der Republik Polen wohnhaft sind
2015;18/82;Peter Weiß;CDU/CSU;Rentenpolitik;Gesetz zu dem Abkommen vom 5. Dezember 2014 zwischen der Bundesrepublik Deutschland und der Republik Polen zum Export besonderer Leistungen für berechtigte Personen, die im Hoheitsgebiet der Republik Polen wohnhaft sind
2015;18/82;Azize Tank;DIE LINKE;Rentenpolitik;Gesetz zu dem Abkommen vom 5. Dezember 2014 zwischen der Bundesrepublik Deutschland und der Republik Polen zum Export besonderer Leistungen für berechtigte Personen, die im Hoheitsgebiet der Republik Polen wohnhaft sind
2015;18/82;Uwe Lagosky;CDU/CSU;Arbeitsmarktpolitik;Mehr Betriebsrätinnen und Betriebsräte braucht das Land
2015;18/82;Jutta Krellmann;DIE LINKE;Arbeitsmarktpolitik;Mehr Betriebsrätinnen und Betriebsräte braucht das Land
2015;18/82;Matthäus Strebl;CDU/CSU;Arbeitsmarktpolitik;Mehr Betriebsrätinnen und Betriebsräte braucht das Land
2015;18/107;Sabine Zimmermann;DIE LINKE;Arbeitsmarktpolitik;Fünf-Punkte-Programm zur Bekämpfung und Vermeidung von Langzeiterwerbslosigkeit
2015;18/107;Dr. Matthias Zimmer;CDU/CSU;Arbeitsmarktpolitik;Fünf-Punkte-Programm zur Bekämpfung und Vermeidung von Langzeiterwerbslosigkeit
2015;18/124;Katrin Werner;DIE LINKE;Arbeitsmarktpolitik;Integrationsbetriebe fördern - Neue Chancen für schwerbehinderte Menschen auf dem ersten Arbeitsmarkt eröffnen
2015;18/124;Uwe Schummer;CDU/CSU;Arbeitsmarktpolitik;Integrationsbetriebe fördern - Neue Chancen für schwerbehinderte Menschen auf dem ersten Arbeitsmarkt eröffnen
2015;18/124;Klaus Ernst;DIE LINKE;Arbeitsmarktpolitik;Kettenbefristungen abschaffen
2015;18/124;Wilfried Oellers;CDU/CSU;Arbeitsmarktpolitik;Kettenbefristungen abschaffen
2015;18/124;Jutta Krellmann;DIE LINKE;Arbeitsmarktpolitik;Kettenbefristungen abschaffen
2015;18/124;Uwe Lagosky;CDU/CSU;Arbeitsmarktpolitik;Kettenbefristungen abschaffen
2015;18/124;Matthäus Strebl;CDU/CSU;Arbeitsmarktpolitik;Kettenbefristungen abschaffen
2016;18/158;Jan Korte;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Einführung beschleunigter Asylverfahren
2016;18/158;Heike Hänsel;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Einführung beschleunigter Asylverfahren
2016;18/158;Kathrin Vogler;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Einführung beschleunigter Asylverfahren
2016;18/158;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Einführung beschleunigter Asylverfahren
2016;18/158;Nina Warken;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Einführung beschleunigter Asylverfahren
2016;18/158;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Einführung beschleunigter Asylverfahren
2016;18/158;Jutta Eckenbach;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Einführung beschleunigter Asylverfahren
2016;18/167;Heike Hänsel;DIE LINKE;Flüchtlingspolitik;Flüchtlingsschutz und faire Verantwortungsteilung in einer geeinten Europäischen Union
2016;18/167;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Flüchtlingsschutz und faire Verantwortungsteilung in einer geeinten Europäischen Union
2016;18/167;Norbert Müller;DIE LINKE;Flüchtlingspolitik;Heute für morgen helfen - Engagement für Geflüchtete stärken
2016;18/167;Thorsten Frei;CDU/CSU;Flüchtlingspolitik;Flüchtlingsschutz und faire Verantwortungsteilung in einer geeinten Europäischen Union
2016;18/167;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Flüchtlingsschutz und faire Verantwortungsteilung in einer geeinten Europäischen Union
2016;18/167;Dr. Christoph Bergner;CDU/CSU;Flüchtlingspolitik;Flüchtlingsschutz und faire Verantwortungsteilung in einer geeinten Europäischen Union
2016;18/167;Ingrid Pahlmann;CDU/CSU;Flüchtlingspolitik;Heute für morgen helfen - Engagement für Geflüchtete stärken
2016;18/167;Martin Patzelt;CDU/CSU;Flüchtlingspolitik;Heute für morgen helfen - Engagement für Geflüchtete stärken
2016;18/206;Jana Schimke;CDU/CSU;Rentenpolitik;Zeit für einen Kurswechsel - Rentenniveau deutlich anheben
2016;18/206;Stephan Stracke;CDU/CSU;Rentenpolitik;Zeit für einen Kurswechsel - Rentenniveau deutlich anheben
2016;18/206;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Zeit für einen Kurswechsel - Rentenniveau deutlich anheben
2016;18/197;Dr. Astrid Freudenstein;CDU/CSU;Rentenpolitik;Gesetz zur Flexibilisierung des Übergangs vom Erwerbsleben in den Ruhestand und zur Stärkung von Prävention und Rehabilitation im Erwerbsleben (Flexirentengesetz)
2016;18/197;Peter Weiß;CDU/CSU;Rentenpolitik;Gesetz zur Flexibilisierung des Übergangs vom Erwerbsleben in den Ruhestand und zur Stärkung von Prävention und Rehabilitation im Erwerbsleben (Flexirentengesetz)
2016;18/197;Dr. Carsten Linnemann;CDU/CSU;Rentenpolitik;Gesetz zur Flexibilisierung des Übergangs vom Erwerbsleben in den Ruhestand und zur Stärkung von Prävention und Rehabilitation im Erwerbsleben (Flexirentengesetz)
2016;18/197;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz zur Flexibilisierung des Übergangs vom Erwerbsleben in den Ruhestand und zur Stärkung von Prävention und Rehabilitation im Erwerbsleben (Flexirentengesetz)
2016;18/193;Dr. Carsten Linnemann;CDU/CSU;Rentenpolitik;Gesetz zur Flexibilisierung des Übergangs vom Erwerbsleben in den Ruhestand und zur Stärkung von Prävention und Rehabilitation im Erwerbsleben (Flexirentengesetz
2016;18/193;Stephan Stracke;CDU/CSU;Rentenpolitik;Gesetz zur Flexibilisierung des Übergangs vom Erwerbsleben in den Ruhestand und zur Stärkung von Prävention und Rehabilitation im Erwerbsleben (Flexirentengesetz)
2016;18/193;Karl Schiewerling;CDU/CSU;Rentenpolitik;Gesetz zur Flexibilisierung des Übergangs vom Erwerbsleben in den Ruhestand und zur Stärkung von Prävention und Rehabilitation im Erwerbsleben (Flexirentengesetz)
2016;18/193;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz zur Flexibilisierung des Übergangs vom Erwerbsleben in den Ruhestand und zur Stärkung von Prävention und Rehabilitation im Erwerbsleben (Flexirentengesetz)
2016;18/183;Azize Tank;DIE LINKE;Rentenpolitik;Zweites Gesetz zur Änderung des Gesetzes zur Zahlbarmachung von Renten aus Beschäftigungen in einem Ghetto
2016;18/183;Peter Weiß;CDU/CSU;Rentenpolitik;Zweites Gesetz zur Änderung des Gesetzes zur Zahlbarmachung von Renten aus Beschäftigungen in einem Ghetto
2016;18/183;Matthäus Strebl;CDU/CSU;Rentenpolitik;Zweites Gesetz zur Änderung des Gesetzes zur Zahlbarmachung von Renten aus Beschäftigungen in einem Ghetto
2016;18/158;Matthäus Strebl;CDU/CSU;Rentenpolitik;Für eine faire und transparente private Altersvorsorge und ein stabiles Drei-Säulen-System
2016;18/158;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Für eine faire und transparente private Altersvorsorge und ein stabiles Drei-Säulen-System
2016;18/158;Peter Weiß;CDU/CSU;Rentenpolitik;Für eine faire und transparente private Altersvorsorge und ein stabiles Drei-Säulen-System
2016;18/197;Matthias W. Birkwald;DIE LINKE;Arbeitsmarktpolitik;Statt Rente erst ab 67 - Altersgerechte Übergänge in die Rente für alle Versicherten erleichtern
2016;18/197;Dr. Carsten Linnemann;CDU/CSU;Arbeitsmarktpolitik;Statt Rente erst ab 67 - Altersgerechte Übergänge in die Rente für alle Versicherten erleichtern
2016;18/197;Peter Weiß;CDU/CSU;Arbeitsmarktpolitik;Statt Rente erst ab 67 - Altersgerechte Übergänge in die Rente für alle Versicherten erleichtern
2016;18/197;Dr. Astrid Freudenstein;CDU/CSU;Arbeitsmarktpolitik;Statt Rente erst ab 67 - Altersgerechte Übergänge in die Rente für alle Versicherten erleichtern
2016;18/199;Peter Weiß;CDU/CSU;Arbeitsmarktpolitik;Mit Sicherheit in die Selbständigkeit - Für eine bessere Absicherung von Selbständigen
2016;18/199;Sabine Zimmermann;DIE LINKE;Arbeitsmarktpolitik;Mit Sicherheit in die Selbständigkeit - Für eine bessere Absicherung von Selbständigen
2016;18/199;Tobias Zech;CDU/CSU;Arbeitsmarktpolitik;Mit Sicherheit in die Selbständigkeit - Für eine bessere Absicherung von Selbständigen
2016;18/197;Katja Kipping;DIE LINKE;Arbeitsmarktpolitik;Managergehälter beschränken
2016;18/197;Dr. Heribert Hirte;CDU/CSU;Arbeitsmarktpolitik;Managergehälter beschränken
2016;18/197;Dr. Volker Ullrich;CDU/CSU;Arbeitsmarktpolitik;Managergehälter beschränken
2016;18/197;Klaus Ernst;DIE LINKE;Arbeitsmarktpolitik;Managergehälter beschränken
2016;18/191;Klaus Ernst;DIE LINKE;Arbeitsmarktpolitik;Wochenhöchstarbeitszeit begrenzen und Arbeitsstress reduzieren
2016;18/191;Uwe Lagosky;CDU/CSU;Arbeitsmarktpolitik;Wochenhöchstarbeitszeit begrenzen und Arbeitsstress reduzieren
2016;18/191;Gabriele Schmidt;CDU/CSU;Arbeitsmarktpolitik;Wochenhöchstarbeitszeit begrenzen und Arbeitsstress reduzieren
2018;19/7;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Änderung des Aufenthaltsgesetzes
2018;19/7;Petra Pau;DIE LINKE;Flüchtlingspolitik;Antisemitismus entschlossen bekämpfen
2018;19/7;Marian Wendt;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Änderung des Aufenthaltsgesetzes
2018;19/7;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Änderung des Aufenthaltsgesetzes
2018;19/7;Volker Kauder;CDU/CSU;Flüchtlingspolitik;Antisemitismus entschlossen bekämpfen
2018;19/7;Alexander Dobrindt;CDU/CSU;Flüchtlingspolitik;Antisemitismus entschlossen bekämpfen
2018;19/11;Dr. Dietmar Bartsch;DIE LINKE;Flüchtlingspolitik;Gesetz zur Verlängerung der Aussetzung des Familiennachzugs zu subsidiär Schutzberechtigten
2018;19/11;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Gesetz zur Verlängerung der Aussetzung des Familiennachzugs zu subsidiär Schutzberechtigten
2018;19/11;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Gesetz zur Verlängerung der Aussetzung des Familiennachzugs zu subsidiär Schutzberechtigten
2018;19/11;Stephan Mayer;CDU/CSU;Flüchtlingspolitik;Gesetz zur Verlängerung der Aussetzung des Familiennachzugs zu subsidiär Schutzberechtigten
2018;19/11;Dr. Stephan Harbarth;CDU/CSU;Flüchtlingspolitik;Gesetz zur Verlängerung der Aussetzung des Familiennachzugs zu subsidiär Schutzberechtigten
2018;19/41;Michael Brandt;DIE LINKE;Flüchtlingspolitik;Seenotrettung im Mittelmeer durchsetzen
2018;19/41;Katja Kipping;DIE LINKE;Flüchtlingspolitik;Seenotrettung im Mittelmeer durchsetzen
2018;19/41;Thorsten Frei;CDU/CSU;Flüchtlingspolitik;Seenotrettung im Mittelmeer durchsetzen
2018;19/41;Josef Oster;CDU/CSU;Flüchtlingspolitik;Seenotrettung im Mittelmeer durchsetzen
2018;19/41;Philipp Amthor;CDU/CSU;Flüchtlingspolitik;Seenotrettung im Mittelmeer durchsetzen
2018;19/41;Michaell Kuffer;CDU/CSU;Flüchtlingspolitik;Seenotrettung im Mittelmeer durchsetzen
2018;19/61;Peter Weiß;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/61;Max Straubinger;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/61;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/61;Klaus Ernst;DIE LINKE;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/61;Hermann Gröhe;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/56;HonD Albert Weiler;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/56;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/56;Kai Whittaker;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/56;Max Straubinger;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/56;Peter Weiß;CDU/CSU;Rentenpolitik;Gesetz über Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungs-und -Stabilisierungsgesetz)
2018;19/39;Max Straubinger;CDU/CSU;Rentenpolitik;Für eine Angleichung der Renten von Vertriebenen, Aussiedlern und Spätaussiedlern
2018;19/39;HonD Albert Weiler;CDU/CSU;Rentenpolitik;Für eine Angleichung der Renten von Vertriebenen, Aussiedlern und Spätaussiedlern
2018;19/39;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Für eine Angleichung der Renten von Vertriebenen, Aussiedlern und Spätaussiedlern
