Jahr;Dokumentnr;Name;Partei;Thema;Titel;Text;;;;;;;;
2014;18/21;Albert Stegemann;CDU/CSU;Rentenpolitik;Rentenniveau anheben, Leistungen verbessern und die wesentlichen Ursachen für sinkende Renten und Altersarmut bekämpfen;Sehr geehrte Frau Präsidentin! Meine Damen und Herren! Lieber Kollege Birkwald, in Ihrem Antrag beteuern Sie, dass Sie das Rentenniveau anheben, Leistungen verbessern und die wesentlichen Ursachen für sinkende Renten und die Altersarmut bekämpfen wollen. Durch eine nur ganz leichte Abänderung des Titels Ihres Antrags hätten Sie sicherlich mehr Zustimmung in der Regierungskoalition bekommen. Hätten Sie den Titel Ihres Antrags doch nur wie folgt formuliert: Rentenniveau künftiger Generationen anheben, Leistungen verbessern und die wesentlichen Ursachen für zukünftig sinkende Renten bekämpfen - dann wären wir deutlich näher beieinander gewesen. (Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD - Markus Kurth [BÜNDNIS 90/DIE GRÜNEN]: Das ist doch einmal eine Aussage! - Dr. Wolfgang Strengmann- Kuhn [BÜNDNIS 90/DIE GRÜNEN]: Der Entwurf wird dann entsprechend geändert!) Und dennoch: Ihr Antrag geht in die vollkommen falsche Richtung. Eine sofortige Anhebung des Rentenniveaus hätte unweigerlich zur Folge, dass wir schon kurzfristig die Beiträge zur gesetzlichen Rentenversicherung massiv anheben müssten. Die daraus resultierenden Lohnkostensteigerungen wären gewiss kein Beitrag zur Wettbewerbsfähigkeit unserer Wirtschaft. (Beifall bei der CDU/CSU) Damit nicht genug: Sie gefährden mit Ihrem Antrag die Grundlage unserer momentan guten Situation und greifen zugleich in die Taschen der Arbeitnehmerinnen und Arbeitnehmer. Womit begründen Sie den vorliegenden Antrag? Sie verweisen auf das Argument der vorherrschenden Altersarmut. Schauen wir uns hier einmal die Faktenlage an: Im Jahr 2013 waren in der Bundesrepublik Deutschland 2,5 Prozent der Menschen über 65 Jahre auf Grundsicherung angewiesen. (Karl Schiewerling [CDU/CSU]: Hört! Hört!) Jeder Einzelne ist einer zu viel. (Zuruf von der SPD: Richtig!) Zum Vergleich: Im Jahr 2003 lag dieser Wert noch bei 1,7 Prozent. Leider ist davon auszugehen, dass sich die hier aufgezeigte Entwicklung fortsetzen wird. Dennoch kann in diesem Zusammenhang heute keineswegs von einem Massenphänomen die Rede sein. Das ist Teil der demografischen Herausforderung. Die Wahrscheinlichkeitsszenarien der Deutschen Rentenversicherung zeigen deutlich, wohin die Reise geht. Bis 2030 bleiben die Beitragssätze und das Rentenniveau zwar im langfristig angepeilten Korridor;;;;;;;;
2014;18/46;Jutta Krellmann;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung;Sehr geehrter Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Liebe Gäste, insbesondere aus Hameln! Wir haben heute Morgen über das Gesetz zur Stärkung der Tarifautonomie diskutiert. Ein ganz wichtiger Teil hat aus unserer Sicht dabei gefehlt, und zwar die Abschaffung der sachgrundlosen Befristungen. (Beifall bei der LINKEN) Seit dem 1. Mai 1985 haben die Arbeitgeber mit dem Beschäftigungsförderungsgesetz die Möglichkeit, Arbeitsverhältnisse ohne Angabe von Gründen zu befristen. Die Zahl der befristeten Beschäftigungsverhältnisse hat sich seitdem verdoppelt. Jede zweite Neueinstellung erfolgt sachgrundlos befristet. Von den sachgrundlosen Befristungen hat sich Schwarz-Gelb damals große beschäftigungspolitische Effekte erhofft. Wie zu erwarten war, sind diese nicht eingetreten. Stattdessen sind immer mehr unbefristete Arbeitsverhältnisse durch befristete ersetzt worden. Das ist ein Drehtüreffekt nach unten. Sachgrundlose Befristungen haben in Deutschland Hochkonjunktur. Die Arbeitgeber begründen ihre Vorliebe für Befristungen mit Sätzen wie diesen: Was denn? Wir machen das doch nur, weil es gesetzlich erlaubt ist. Wir machen das doch nur, weil wir es machen dürfen. Was wollen eigentlich die Beschäftigten? Knapp 90 Prozent ist ein unbefristetes Arbeitsverhältnis wichtig. Das zeigt eine Umfrage der IG Metall aus dem letzten Jahr unter Beschäftigten. Im Grunde fordern alle Gewerkschaften die Abschaffung der sachgrundlosen Befristungen. Wir finden das gut und laden die Gewerkschaften ein, mit uns gemeinsam dafür zu kämpfen. (Beifall bei der LINKEN) Lassen Sie mich ein paar Sätze zu den Folgen von Befristungen für die Beschäftigten sagen. Hier gibt es zwei große Probleme: Die Arbeitsschutzgesetze werden ausgehöhlt, und die Qualität der Arbeit leidet. Eine Befristung führt praktisch zu einer Ausweitung der gesetzlichen Probezeit. Darüber hinaus können die Unternehmen unliebsame Beschäftigte, beispielsweise kritische Betriebsräte, werdende Mütter und Menschen mit Behinderungen, einfacher loswerden als in anderen Fällen. Aber auch eine Krankmeldung kann im Zweifel schon zu einem Problem werden. Das zeigt das Beispiel einer befristet Beschäftigten bei der Deutschen Post. Die Kollegin hatte über einen Zeitraum von 17 Jahren - ich wiederhole: 17 Jahre - mehr als 80 Arbeitsverträge, um ihren Job zu behalten. Das allein ist schon ein Unding. (Beifall bei der LINKEN) Weil sie Anfang des Jahres krankheitsbedingt ausgefallen ist, wurde ihr Vertrag nicht weiter verlängert. Das zeigt: Wer für den Arbeitgeber unbequem ist oder seine Rechte einfordert, läuft Gefahr, nach Ablauf der Befristung nicht weiterbeschäftigt zu werden. Nur durch massiven Druck ist es gelungen, zu erreichen, dass diese Frau einen unbefristeten Vertrag bekommen hat. Das ist eine unglaubliche Geschichte. So etwas darf es einfach nicht geben. (Beifall bei der LINKEN - Matthias W. Birkwald [DIE LINKE]: Wenn das kein Skandal ist, was denn dann?) Auch für die Qualität der Arbeit ist es entscheidend, ob ein Arbeitsvertrag befristet ist oder nicht;;;;;;;;
2014;18/46;Wilfried Oellers;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung;Sehr geehrte Frau Präsidentin! Sehr geehrte Kolleginnen und Kollegen! Meine sehr geehrten Damen und Herren! Wir beraten heute in zweiter und dritter Lesung den Entwurf des Tarifautonomiestärkungsgesetzes. Die besondere Bedeutung des Gesetzespakets wurde von den Vorrednern schon hervorgehoben. Die besondere Bedeutung ist natürlich auch mit besonderen Auswirkungen verbunden. Das Mindestlohngesetz legt einen Mindestlohn von 8,50 Euro fest, der die Basis des Lohns sein soll. Mit dieser grundsätzlichen Feststellung wird die weitere Anpassung des Mindestlohns in die Hände der Mindestlohnkommission und damit der Tarifvertragsparteien gelegt. Dort gehört diese Aufgabe auch hin, meine sehr geehrten Damen und Herren. (Beifall bei Abgeordneten der CDU/CSU) Hier wird die besondere Aufgabe zu erfüllen sein, den Mindestlohn unter Berücksichtigung aller zur Entwicklung des Mindestlohns in Betracht zu ziehenden Umstände weiterzuentwickeln. Der Gesetzgeber gibt hier nur einen beispielhaften und keinen abschließenden Rahmen vor. Es ist daher Aufgabe der Mindestlohnkommission, die weiteren Kriterien zu erarbeiten. Es muss hier quasi eine Gesamtabwägung erfolgen. Dies soll nicht ausschließen, dass die Mindestlohnkommission für bestimmte Branchen und Regionen Ausnahmeregelungen treffen kann;;;;;;;;
2014;18/46;Klaus Ernst;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung;Meine sehr verehrten Damen und Herren! Frau Präsidentin! Ein flächendeckender gesetzlicher Mindestlohn ohne Ausnahmen ist dringend notwendig. (Beifall bei der LINKEN) Durch die sogenannten Reformen auf dem Arbeitsmarkt sind die Löhne in der Bundesrepublik Deutschland auf eine Rutschbahn nach unten geraten. Wir können jetzt nur fragen, wer für die Reformen auf dem Arbeitsmarkt verantwortlich ist, die die Löhne zum Sinken gebracht haben. Fast 25 Prozent aller Beschäftigten arbeiten bei uns inzwischen zu Niedriglöhnen. Zur Erinnerung - weil der ein oder andere von Ihnen das offensichtlich nicht mehr weiß -: Vor fast genau zwölf Jahren, am 2. Juli 2002, hat der Bundestag auf Antrag einer unserer Vorgängerparteien, der PDS, zum ersten Mal über die Einführung eines gesetzlichen Mindestlohns abgestimmt. Selbstverständlich waren alle anderen dagegen. (Beifall bei der LINKEN - Matthias W. Birkwald [DIE LINKE]: So ist das! Wir waren das!) Gefühlte zehn Mal haben Sie seit 2005 hier im Deutschen Bundestag vernünftige Löhne für Millionen von Menschen verhindert. Ja, es ist ein Erfolg, dass Sie endlich zur Vernunft gekommen sind. (Beifall bei der LINKEN - Dietmar Nietan [SPD]: Dann stimmen Sie mit!) Der ehemalige Herausgeber der FAZ Müller-Vogg schreibt dazu im Cicero am 1. Juli dieses Jahres: Dieser „Meilenstein in der Wirtschafts- und Beschäftigungspolitik der Bundesrepublik“ … ist in erster Linie das Verdienst der Linkspartei. Die SPD hatte nämlich jahrelang diese „Begrenzung der Tarifautonomie im unteren Bereich“ … abgelehnt. (Beifall bei der LINKEN - Widerspruch bei der SPD) Nehmen Sie doch wenigstens die Realität zur Kenntnis, meine Damen und Herren! Dass Sie heute in der Koalition einen gesetzlichen Mindestlohn vorlegen, hat im Wesentlichen drei Gründe: Es waren der Kampf und die Kampagne der Gewerkschaften, es war der unermüdliche Kampf der Linkspartei, und es war der Zeitgeist, gegen den Sie sich nicht länger stellen konnten. Deshalb haben wir jetzt einen gesetzlichen Mindestlohn, meine Damen und Herren. (Beifall bei der LINKEN - Zurufe von der SPD) Ja, es ist auch ein Erfolg der Linken. Warum machen Sie einen richtigen Punkt wie den gesetzlichen Mindestlohn so grottenschlecht wie in diesem Gesetz? In Ihrem Koalitionsvertrag versprechen Sie zum 1. Januar 2015 einen flächendeckenden gesetzlichen Mindestlohn von 8,50 Euro. Ich zitiere: Von dieser Regelung unberührt bleiben nur Mindestlöhne nach dem AEntG. Sie sehen im Koalitionsvertrag Ausnahmen vor, die allerdings nur tariflich möglich sein sollen. Und heute, kein Jahr später? (Zuruf von der SPD: Na? - Abg. Dietmar Nietan [SPD] meldet sich zu einer Zwischenfrage) - Da will einer eine Frage stellen. Vizepräsidentin Claudia Roth: Ich dachte, Sie wollen den Satz noch zu Ende führen, bevor Sie - - Also nicht. Klaus Ernst (DIE LINKE;;;;;;;;
2014;18/46;Matthäus Strebl;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung;Sehr geehrter Herr Präsident! Werte Kolleginnen und Kollegen! Wir beraten heute über den von der Linken eingebrachten Antrag „Das unbefristete Arbeitsverhältnis zur Regel machen“ und den Entwurf eines Gesetzes zur Abschaffung der sachgrundlosen Befristung. Vorab einige Bemerkungen: Grundsätzlich müssen wir zwischen den einzelnen Befristungen differenzieren. Im Teilzeit- und Befristungsgesetz werden die Arbeitsverhältnisse mit und ohne Sachgrund genannt. Befristete Arbeitsverhältnisse mit Sachgründen können sich aus unterschiedlichen Faktoren ergeben - ich glaube, das sind wichtige Argumente -: dem Alter des Beschäftigten, dem Bedarf in dem Unternehmen, der Erprobung des Beschäftigten und der Vertretung eines anderen Arbeitnehmers. Kollegin Hiller-Ohm, ich möchte daran erinnern, dass das von der Fraktion der Linken kritisierte Arbeitsverhältnis ohne Sachgrund nach § 14 Absatz 2 des Teilzeit- und Befristungsgesetzes von Rot-Grün in der 14. Legislaturperiode eingeführt wurde, um Arbeitslosen die Rückkehr in die Beschäftigung zu erleichtern. Ich bin der Auffassung, dass ein Arbeitsverhältnis mit einer Befristung ohne Sachgrund nicht automatisch negativ zu bewerten ist. Der Arbeitnehmer kann - genauso wie in jedem anderen Arbeitsverhältnis - Erfahrungen sammeln, seine Fähigkeiten erweitern und sich im Betrieb einsetzen und dadurch seinen Arbeitgeber überzeugen. Vergessen sollten wir dabei nicht, dass befristete Arbeitsverhältnisse eine echte Alternative zur Arbeitslosigkeit und einen Einstieg in die Dauerbeschäftigung bedeuten können. Ich muss auch der Aussage der Linken widersprechen, wonach es für die Qualität von Arbeit entscheidend ist, „ob ein Arbeitsvertrag befristet ist oder nicht.“ Ich gehe davon aus, dass diese Aussage auf unsere befristet beschäftigten Mitarbeiter in unseren Abgeordnetenbüros nicht zutrifft und auf Ihre Mitarbeiter doch wohl auch nicht. Zweifelsfrei ist eine Altersgruppe am meisten von Befristungen betroffen: die jungen Arbeitnehmerinnen und Arbeitnehmer als Berufseinsteiger nach einem Studium oder einer Ausbildung. Das kann aber auch im Einzelfall seine berechtigten Gründe haben. Zum Beispiel kann eine Befristung hier dem Erwerb von Vertrauen und dem Nachweisen von Fähigkeiten dienen. Hier ist das entscheidende Stichwort die Übernahmequote. Das Institut für Arbeitsmarkt- und Berufsforschung hat vor kurzem festgestellt, dass insbesondere sachgrundlos befristete Arbeitsverhältnisse oft als Brücke zu dann unbefristeten Arbeitsverhältnissen genutzt werden. Bei diesem Thema dürfen wir auch nicht vergessen, dass insbesondere in der heutigen Zeit Arbeitgeber flexibel handeln müssen. Gerade Start-up-Unternehmen und Existenzgründer können am Anfang ihrer Unternehmensgründung schwer einschätzen, wie viele Beschäftigte sie tatsächlich benötigen. Ebenso kann in großen Betrieben die Auftragslage aufgrund verschiedener Gründe erheblich schwanken. Dann müssen Arbeitgeber schnell reagieren können. Dazu gehört auch das Instrument der Befristung von Arbeitsverträgen. Deshalb dürfen wir nicht - so glaube ich - zu viele Eingriffe in die Privatautonomie vornehmen, die zu erheblichen Einschränkungen der Wettbewerbsfähigkeit deutscher Firmen führen könnten. Als Gesetzgeber haben wir die Verantwortung und auch die Pflicht, zwischen dem Sicherheitsbedürfnis des einzelnen Arbeitnehmers und der Flexibilität der Wirtschaft genau abzuwägen. Um beiden Seiten gerecht zu werden, gibt das Teilzeit- und Befristungsgesetz Rahmenbedingungen vor, auf die sich der Arbeitnehmer berufen kann;;;;;;;;
2014;18/46;Michael Schlecht;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Abschaffung der sachgrundlosen Befristung;Herr Schiewerling, ich möchte Sie gerne zu einem Punkt befragen, und zwar zu der Ausnahme für die Zeitungszustellerinnen und -zusteller. Es ist seit mehreren Wochen bekannt, dass der Verlegerverband versucht hat, Ausnahmeregelungen im Gesetz durchzusetzen. Ich muss, ehrlich gestanden, sagen, dass ich dieses Begehren von Anfang an so abstrus fand, dass ich mir gar nicht so richtig vorstellen konnte, dass die Regierungskoalition auf diesen Wunsch überhaupt eingehen würde. Es ist vollkommen abstrus, dass die 300 000 Zeitungszusteller - das ist eine relativ große Anzahl von Menschen -, die unter ziemlich harten Bedingungen arbeiten müssen - sie müssen sehr früh aufstehen, und zwar im Sommer wie auch im Winter, und schwer tragen, um nur einige der erheblichen Belastungen zu nennen -, weiterhin nur einen Hungerlohn bekommen sollen. Im nächsten Jahr gilt für sie ein Mindestlohn von 6,38 Euro. Es ist vollkommen unklar, weshalb Sie auf die Forderung des Verlegerverbands eingegangen sind;;;;;;;;
2014;18/24;Sabine Weiss;CDU/CSU;Arbeitsmarktpolitik;Frauen gerecht entlohnen und sicher beschäftigen;Frau Präsidentin! Liebe Kolleginnen und Kollegen! Meine Damen und Herren! Eingangs eine kleine Anmerkung: Ich bin mir relativ sicher, dass eine ganze Menge Kolleginnen und Kollegen bei diesem Tagesordnungspunkt gerne hier sitzen und zuhören würden. Ich weiß, dass ganz viele jetzt draußen am Brandenburger Tor sind und im Rahmen der Kundgebung ihre Unterstützung für das Anliegen bekunden. (Beifall bei der CDU/CSU und der SPD) Verehrte Kollegin Müller-Gemmeke, ja, es ist tatsächlich unfassbar - das sehen auch wir so -, dass wir im Jahr 2014 immer noch über eine Lohndifferenz von 22 Prozent zwischen Männern und Frauen sprechen, und das sechs Jahre nach Einführung des Equal Pay Day. (Beifall bei Abgeordneten der CDU/CSU - Beate Müller-Gemmeke [BÜNDNIS 90/DIE GRÜNEN]: Dann tun Sie doch was!) - Ganz ruhig, ganz gelassen. Dazu komme ich gleich. Wir werden etwas tun. - Das ist in Zeiten, in denen Frauen mindestens so gut ausgebildet sind wie Männer, einfach nicht zu glauben. Die Gründe für diese Entgeltungleichheit sind vielfältig und daher schwierig zu bekämpfen: Berufswahl, längere Erwerbsunterbrechungen oder Teilzeitarbeit wegen der Betreuung von Kindern oder pflegebedürftigen Angehörigen, geringere Entlohnung in frauentypischen Berufen - die Liste der Gründe ist eben lang, und die Gründe können nicht einfach in Schwarz und Weiß differenziert werden. (Beate Müller-Gemmeke [BÜNDNIS 90/DIE GRÜNEN]: Macht auch niemand!) Ganz wichtig: Weniger Erwerbseinkommen führt zu weniger Rente. So einfach diese Gleichung ist, so gravierend sind die Folgen für die Frauen. Die Rentenlücke zwischen Männern und Frauen beträgt fast 60 Prozent. (Matthias W. Birkwald [DIE LINKE]: Skandal!) - Richtig. Wir haben, Frau Müller-Gemmeke, der Lohndifferenz zwischen Männern und Frauen den Kampf angesagt: Ausbau der Betreuung, Aufwertung sozialer Berufe, (Beate Müller-Gemmeke [BÜNDNIS 90/DIE GRÜNEN]: Wie denn?) Unterstützung von Unternehmen bei der Betreuung, Heranführen von Mädchen an typische Männerberufe, verbesserte Mütterrente und, und, und;;;;;;;;
2014;18/24;Cornelia Möhring;DIE LINKE;Arbeitsmarktpolitik;Frauen gerecht entlohnen und sicher beschäftigen;Frau Präsidentin! Liebe Kolleginnen und Kollegen! Es gibt wiederkehrende Ereignisse, die uns Freude machen, Rituale, Gedenktage, die wir gerne begehen. Es gibt aber auch Tage, deren sich wiederholender Anlass, ehrlich gesagt, überhaupt kein Grund zur Freude ist, so auch der Equal Pay Day. Jedes Jahr stellen wir Mitte März, nämlich am Equal Pay Day, fest, dass der Lohnunterschied, auch Gender Pay Gap genannt, unverändert bei 22 Prozent liegt. Übrigens übertreffen nur Österreich und Estland diesen Lohnraub innerhalb Europas. Unverändert sind seit vielen Jahren auch die Analysen. Zu zwei Dritteln liegen die Gründe für die ungleichen Löhne in der miesen Bezahlung in den sogenannten Frauenberufen und in der Tatsache, dass Frauen in mittleren und höheren Führungsebenen seltener als Männer vertreten sind, sowie darin, dass der Anteil von Frauen bei den Teilzeitbeschäftigten oder im Niedriglohnbereich immer noch 80 Prozent beträgt. Das letzte Drittel kommt zustande, weil Frauen auch für gleiche Arbeit schlechter bezahlt werden. Das ist und bleibt ein riesiger Skandal. (Beifall bei der LINKEN, der SPD und dem BÜNDNIS 90/DIE GRÜNEN) Machen wir es doch einmal ganz konkret: Eine Großhandelskauffrau erhält in 40 Jahren Erwerbstätigkeit 271 000 Euro weniger als ein Großhandelskaufmann. Bei einer Köchin beträgt die Differenz 100 000 Euro. Einer Ärztin entgehen in nur 35 Jahren 441 000 Euro, nur weil sie eine Frau ist. Der Lohnunterschied zwischen einer Erzieherin und einem Maschinenschlosser beträgt auf das Berufsleben gerechnet 231 000 Euro. Ich frage Sie: Warum bekommt eigentlich die Kollegin, die sich um das Wohl unser aller Nachwuchs kümmert, eigentlich so viel weniger, obwohl sie doch faktisch sogar mehr Verantwortung übernimmt? (Beifall bei der LINKEN sowie des Abg. Dr. Wolfgang Strengmann-Kuhn [BÜNDNIS 90/DIE GRÜNEN]) Das kann so nicht weitergehen. Es muss endlich gleiche Löhne für gleichwertige Arbeit geben. (Beifall bei der LINKEN und dem BÜNDNIS 90/DIE GRÜNEN sowie bei Abgeordneten der SPD) Bis zur Rente wird aus dem 22-prozentigen Gender Pay Gap ein 40,8-prozentiger Gender Pension Gap;;;;;;;;
2014;18/24;Dr. Astrid Freudenstein;CDU/CSU;Arbeitsmarktpolitik;Frauen gerecht entlohnen und sicher beschäftigen;Frau Präsidentin! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Am heutigen Equal Pay Day schwebt die Zahl 22 als Symbol der Ungerechtigkeit über allen Debatten und Forderungen. Diese Zahl löst bei vielen Wut und bei fast allen zumindest Unverständnis aus. Frauen verdienen im Schnitt etwa 22 Prozent weniger als Männer. Wir alle hier finden das vermutlich ungerecht, und doch können wir Gerechtigkeit - so viel Ehrlichkeit muss in der Debatte sein - mit den uns zur Verfügung stehenden Mitteln so einfach nicht herstellen. (Kai Gehring [BÜNDNIS 90/DIE GRÜNEN]: Doch!) Man tut in Debatten, gerade wenn sie durch Wut aufgeladen sind, immer gut daran, sich zunächst die Ursachen für einen solchen Unterschied anzusehen. In diesem Fall sind das die häufigen und oft langen familienbedingten Erwerbsunterbrechungen von Frauen, Schwierigkeiten bei der Vereinbarkeit von Familie und Beruf, die hohe Teilzeitquote von Frauen, der nach wie vor geringe Anteil von Frauen in Führungspositionen und die Wahl des Berufs oder der Branche. Die FAZ fasste das vor wenigen Tagen in dem prägnanten Titel zusammen: „Zu lange raus, zu viel Teilzeit, der falsche Beruf“. Dort, wo gesellschaftliche Rahmenbedingungen für die Lohnunterschiede ursächlich sind, haben wir bereits einiges auf den Weg gebracht und viele Verbesserungen erreicht. Wir haben die Betreuungsangebote ausgebaut, das Elterngeld mit Partnermonaten kombiniert und Programme zum beruflichen Wiedereinstieg nach der Familienpause aufgelegt. (Beifall bei der CDU/CSU) Das Betreuungsgeld macht es Frauen leichter, bei sich zu Hause eine sehr flexible Kinderbetreuung zu organisieren, und hilft damit beim Wiedereinstieg in den Beruf. Wir sind also auf einem guten Weg, haben aber noch einiges vor. So haben wir in der Großen Koalition vereinbart, das Teilzeitrecht zu reformieren und damit die Rückkehr zur Vollzeitstelle nach der Familienphase zu erleichtern;;;;;;;;
2014;18/24;Antje Lezius;CDU/CSU;Arbeitsmarktpolitik;Frauen gerecht entlohnen und sicher beschäftigen;Sehr geehrte Frau Präsidentin! Sehr geehrte Damen und Herren! Liebe Kolleginnen und Kollegen! So viel Zeit muss sein: Ich darf den Landrat und einige Ortsbürgermeister aus meinem Wahlkreis Birkenfeld auf der Tribüne begrüßen. Herzlich willkommen! (Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD) Ein Aspekt, der zur Ungleichheit führt, ist die Berufswahl junger Frauen. In meiner ehemaligen Funktion als Vorsitzende des Frauennetzwerkes BPW in Wiesbaden habe ich festgestellt, dass es oft noch festgefügte Vorstellungen über die klassische Rollenverteilung in den Köpfen gibt. Hier müssen wir nach wie vor ansetzen und Förderprogramme wie zum Beispiel den Girls’ Day weiterhin hochhalten. Ein weiteres Best-Practice-Beispiel ist hier die Fahrzeugbranche, die Ingenieure in die Schulen schickt, um Mädchen für technische Berufe zu gewinnen, und die Führungskräfte schult, um Verhaltensmuster und Vorurteile, die in vielen von uns stecken, zu hinterfragen und Diversity Management zur Selbstverständlichkeit werden zu lassen. Das ist eine konstruktive Art, mit diesen Problemen umzugehen. (Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD) Wir sagen jungen Frauen, dass sie selbstverständlich für technische Berufe geeignet sind und dass eine Berufstätigkeit als Anlagenmechanikerin oder Tischlerin genauso sinnstiftend ist und Freude bringen kann wie die Arbeit als Erzieherin oder Bürokauffrau. Es gibt aber auch zahlreiche Frauen, die nicht voll arbeiten möchten, zum Beispiel weil sie mehr Zeit für ihre Familien haben wollen. Ein flexibler Arbeitsmarkt, den Sie immer gern kritisieren, funktioniert auch in die andere Richtung, nämlich mit maßgeschneiderten Arbeitsangeboten, die moderne Unternehmen heute für und mit ihren Mitarbeitern gemeinsam gestalten. Wir trauen den Frauen mehr zu, als Sie es tun. (Beifall bei der CDU/CSU) An dieser Stelle zeigt sich wieder einmal die grüne Bevormundungspartei. (Zurufe vom BÜNDNIS 90/DIE GRÜNEN: Oh!) Wir wollen Frauen, die ihre eigene Erwerbsbiografie besser planen, um ein Klebenbleiben in atypischen Arbeitsverhältnissen zu vermeiden. Dies geht freilich mit einer guten Ausbildung besser. Durch eine verstärkte Nutzung der dualen Teilzeitausbildung kann zum Beispiel fast 50 Prozent der jungen Mütter zwischen 16 und 25 Jahren ohne Berufsausbildung geholfen werden, sich eine Zukunft aufzubauen. Gleichzeitig setzen wir auf ein gesellschaftliches Umdenken. So möchten 60 Prozent der jungen Paare und Familien Erwerbsarbeit partnerschaftlich umsetzen, aber nur 14 Prozent schaffen dies. Hier sind wir alle gefordert, die Ursachen von Erwerbsungleichheit im Sinne eines partnerschaftlichen Miteinanders zu beseitigen und echte Wahlfreiheit im Lebenslauf zu ermöglichen. (Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD) Schließlich wollen wir Frauen, die selbstbewusst ihre Anliegen vertreten. Dazu setzen wir neben geschlechtergerechter Berufswahl auch auf die individuellen Fähigkeiten der Frauen, ihre Bedürfnisse und Anliegen offensiv gegenüber ihren Arbeitgebern zu vertreten. Frauen können viel, trauen sich aber oft selbst wenig zu. Wir werden in punkto Entgeltgleichheit gemeinsam mit den Tarifpartnern Muster struktureller Ungleichheit in Tarifverträgen diskutieren und beseitigen. Gleichzeitig werden wir uns konkret an Unternehmen wenden, um im Einvernehmen mit den Mitarbeitervertretungen Lohndiskriminierungen aufzuspüren und zu beseitigen. Wir halten diesen Weg für gangbarer als das von Ihnen geforderte Verbandsklagerecht. Wir vertrauen darauf, dass die Beteiligten ihr Unternehmen besser kennen und gemeinsam im Dialog mit Mitarbeitern und Tarifpartnern bessere Lösungen finden. (Beifall bei der CDU/CSU - Dr. André Hahn [DIE LINKE]: Hat auch immer gut geklappt bisher!) Wir als Große Koalition sagen auch in aller Klarheit: Wir wollen gemeinsam mit der Wirtschaft etwas gegen den Fachkräftemangel tun. Dazu müssen wir weibliches Potenzial finden und fördern;;;;;;;;
